modelo,metrica,n,mean,std,ic95_lo,ic95_hi
Claude,PIB_delta,20,31986.717996323958,2664.8622920401203,30855.390732455606,33141.571315451314
Claude,PIB_fin,20,146986.71799632398,2664.8622920401203,145872.345175549,148132.941747312
Claude,PIB_ini,20,115000.0,0.0,115000.0,115000.0
Claude,aprobacion_fin,20,34.2134235014601,10.056051732006665,30.11624431918707,38.55982336386998
Claude,aprobacion_ini,20,48.0,0.0,48.0,48.0
Claude,bienestar_fin,20,64.15345176180632,0.9689539516892072,63.734567666289934,64.5628678144089
Claude,bienestar_ini,20,57.13392857142858,7.290014651212246e-15,57.13392857142858,57.13392857142858
Claude,coherencia_temporal,20,97.14285714285714,7.473548054008525,93.57142857142858,100.0
Claude,delta_isr_medio,20,1.15625,0.49773334913596584,0.9375,1.359375
Claude,delta_iva_medio,20,0.359375,0.22201510587534828,0.259375,0.453125
Claude,deuda_fin,20,60.93457672395978,14.25760293663524,55.12047245837118,67.17383833081026
Claude,diversidad_valores,20,0.1083060346058931,0.26922918741060176,0.0,0.22999775327476302
Claude,estabilidad_fin,20,65.87628119549919,6.567243322970316,62.99748969878641,68.51746382649954
Claude,estres_fin,20,30.197696699633077,1.917925939343059,29.38046204814158,30.9949110860729
Claude,gobernabilidad_fin,20,37.630260301454975,5.696512805358283,35.31833699202688,40.05324596179318
Claude,idh_fin,20,72.16831004630444,0.4010202601479134,71.99156978173706,72.33519428259467
Claude,pobreza_delta,20,-11.425782764035622,1.4880694047858962,-12.055591435997753,-10.783922837195666
Claude,pobreza_fin,20,43.574217235964376,1.4880694047858962,42.93384802967255,44.198319434746324
Claude,pobreza_ini,20,55.0,0.0,55.0,55.0
Claude,presup_agro_desarrollo_rural,20,10.6,0.20916500663351886,10.5125,10.69375
Claude,presup_educacion,20,17.2,1.6733200530681511,16.5,17.9
Claude,presup_infraestructura,20,11.6,1.2549900398011133,11.075,12.1625
Claude,presup_justicia,20,6.2,0.4183300132670378,6.025,6.375
Claude,presup_otros,20,3.8,0.6274950199005567,3.5375,4.08125
Claude,presup_proteccion_social,20,14.4,1.2549900398011133,13.875,14.925
Claude,presup_salud,20,17.2,1.6733200530681511,16.5,17.9
Claude,presup_seguridad,20,9.8,0.6274950199005567,9.5375,10.062968749999992
Claude,presup_servicio_deuda,20,9.2,1.4641550464346322,8.5875,9.8125
Claude,reformas_radicales,20,2.0,1.2977713690461004,1.45,2.55
Claude,reformas_totales,20,15.95,0.22360679774997894,15.85,16.0
Claude,shocks_totales,20,8.7,3.010507913083246,7.4,9.95
Claude,turnos,20,8.0,0.0,8.0,8.0
OpenAI,PIB_delta,20,32717.81484852535,2560.8979797304705,31631.111861328885,33813.637087016104
OpenAI,PIB_fin,20,147717.8148485254,2560.8979797304705,146637.76566169117,148798.6313722277
OpenAI,PIB_ini,20,115000.0,0.0,115000.0,115000.0
OpenAI,aprobacion_fin,20,45.19048122943115,9.026823857913751,41.33940535799764,49.0682483314339
OpenAI,aprobacion_ini,20,48.0,0.0,48.0,48.0
OpenAI,bienestar_fin,20,65.52717752378356,0.6078681659810306,65.27328082407115,65.79681091134984
OpenAI,bienestar_ini,20,57.13392857142858,7.290014651212246e-15,57.13392857142858,57.13392857142858
OpenAI,coherencia_temporal,20,100.0,0.0,100.0,100.0
OpenAI,delta_isr_medio,20,0.01625,0.034196606479837174,0.003125,0.031875
OpenAI,delta_iva_medio,20,0.015625,0.049149844728565574,0.0,0.040625
OpenAI,deuda_fin,20,58.66616846726729,6.441009862875972,56.03562309615981,61.47830085732699
OpenAI,diversidad_valores,20,0.0,0.0,0.0,0.0
OpenAI,estabilidad_fin,20,67.05668798289015,3.447771045832402,65.56730589165868,68.54817731572975
OpenAI,estres_fin,20,29.184870006612744,1.7601188408286026,28.460774461037037,29.939859641047153
OpenAI,gobernabilidad_fin,20,43.398677407606705,4.737431907946253,41.40841907812145,45.46462343888566
OpenAI,idh_fin,20,72.87487158443334,0.261408071366145,72.7625271756027,72.98375223162907
OpenAI,pobreza_delta,20,-13.164568803666004,1.0986478496532808,-13.649246564045828,-12.711595684778057
OpenAI,pobreza_fin,20,41.835431196334,1.0986478496532806,41.36522739252367,42.29273126525403
OpenAI,pobreza_ini,20,55.0,0.0,55.0,55.0
OpenAI,presup_agro_desarrollo_rural,20,10.2444375,0.11814247294886662,10.195125,10.2958125
OpenAI,presup_educacion,20,20.0319375,0.9489634645613962,19.613875,20.45
OpenAI,presup_infraestructura,20,9.4444375,0.7119749306044494,9.1444375,9.7625
OpenAI,presup_justicia,20,5.5131875,0.2638740588130513,5.4006703125,5.6263921875000005
OpenAI,presup_otros,20,2.7695,0.39525108608659326,2.6,2.93975
OpenAI,presup_proteccion_social,20,16.5319375,0.7091312878361509,16.2319375,16.8375
OpenAI,presup_salud,20,20.0319375,0.9489634645613962,19.62775,20.4319375
OpenAI,presup_seguridad,20,8.731937499999999,0.35424411627361396,8.5819375,8.881937500000001
OpenAI,presup_servicio_deuda,20,6.700687500000001,0.8265135115071909,6.35625,7.05625
OpenAI,reformas_radicales,20,3.85,1.9269556026896006,3.0,4.7
OpenAI,reformas_totales,20,15.95,0.22360679774997894,15.85,16.0
OpenAI,shocks_totales,20,8.4,2.909150717088553,7.15,9.6
OpenAI,turnos,20,8.0,0.0,8.0,8.0
